EmployeeID,FirstName,LastName,Gender,Age,State,DistanceFromHome (KM),BusinessTravel,Ethnicity,Education,EducationField,MaritalStatus
CEE0-94C3,Olvan,Pilgram,Male,42,CA,12,Some Travel,White,No Formal Qualifications,Technical Degree,Married
A690-3D5D,Lynea,Ashurst,Female,35,NY,7,Some Travel,Mixed or multiple ethnic groups,Bachelors,Information Systems,Divorced
7335-4656,Cristy,Dumbarton,Female,45,CA,14,Some Travel,White,High School,Computer Science,Divorced
327B-F6D3,Codee,Jean,Female,37,CA,6,Some Travel,Mixed or multiple ethnic groups,High School,Computer Science,Married
AA87-13D8,Rita,Chrismas,Female,32,CA,15,Frequent Traveller,White,High School,Information Systems,Married
56A5-271B,Chadwick,Buist,Non-Binary,33,CA,15,Some Travel,White,Masters,Other,Married
528C-3E0D,Giffer,Raspin,Male,30,CA,4,Some Travel,Native Hawaiian ,No Formal Qualifications,Information Systems,Married
7A8C-2DD3,Harley,Dootson,Female,30,CA,35,Some Travel,White,Bachelors,Other,Single
4886-62DF,Gabey,Trethowan,Female,48,IL,45,Some Travel,White,Bachelors,Other,Single
64BA-99F0,Kristina,Chanson,Female,43,CA,14,Some Travel,White,Bachelors,Computer Science,Married
7EE7-2C43,Tobye,Dietmar,Female,29,NY,9,Some Travel,Black or African American,Masters,Computer Science,Single
B990-35DA,Appolonia,Francis,Female,47,CA,7,Some Travel,White,Bachelors,Information Systems,Married
6CAD-47F0,Tommy,Cawthorn,Male,39,NY,33,Some Travel,Mixed or multiple ethnic groups,High School,Information Systems,Married
C730-6B13,Ariadne,Isakov,Female,32,IL,20,Some Travel,Native Hawaiian ,Masters,Computer Science,Single
38EB-ADBD,Berton,Jorissen,Male,48,CA,20,Some Travel,White,Bachelors,Information Systems,Married
774E-685D,Joachim,Popplestone,Male,30,CA,42,Some Travel,White,Masters,Marketing,Single
CF8D-7379,Tim,Spinley,Prefer Not To Say,43,NY,14,Some Travel,White,Masters,Information Systems,Married
D836-B375,Ellette,McKean,Female,44,NY,21,Some Travel,Black or African American,High School,Computer Science,Married
60B5-48ED,Hayden,Jacox,Male,30,CA,25,Frequent Traveller,White,High School,Marketing,Divorced
211E-BC82,Britt,Ritchley,Female,28,CA,6,Frequent Traveller,White,No Formal Qualifications,Information Systems,Divorced
C54B-DBC5,Lilyan,Martinet,Female,33,CA,33,Frequent Traveller,Mixed or multiple ethnic groups,Doctorate,Marketing,Married
6F3E-2A75,Ruby,Gurrado,Male,28,CA,4,Frequent Traveller,Black or African American,Masters,Other,Single
C1C6-F683,Ignacius,Kelberman,Male,45,CA,6,Frequent Traveller,Mixed or multiple ethnic groups,Masters,Information Systems,Divorced
8663-3E02,Kleon,Monnery,Male,37,NY,7,Frequent Traveller,Mixed or multiple ethnic groups,Masters,Information Systems,Divorced
FBC2-C5FA,Hillel,Quenby,Male,44,IL,4,Some Travel,Mixed or multiple ethnic groups,Bachelors,Computer Science,Married
B52E-BF41,Salomi,Finlry,Female,30,NY,26,Some Travel,Black or African American,Masters,Computer Science,Married
D6A7-EF72,Kalie,Swancott,Female,40,CA,7,Some Travel,White,Masters,Technical Degree,Single
12F7-BCBB,Clea,MacCartan,Female,48,CA,2,Frequent Traveller,White,No Formal Qualifications,Technical Degree,Single
1359-BEE3,Fawn,Pyke,Female,41,CA,22,No Travel ,Native Hawaiian ,Bachelors,Computer Science,Married
1C24-233B,Mendy,Beran,Non-Binary,40,IL,30,Some Travel,Mixed or multiple ethnic groups,Masters,Computer Science,Married
DE6C-86FC,Beitris,McIlwraith,Non-Binary,43,NY,31,Some Travel,White,Masters,Computer Science,Married
637B-DBAD,Lovell,Larmor,Male,44,CA,31,Some Travel,White,High School,Computer Science,Divorced
79F7-78EC,Alessandra,Storrock,Non-Binary,27,CA,37,Some Travel,White,Masters,Marketing ,Single
E324-1C33,Sybyl,Stevings,Female,38,CA,9,Some Travel,Asian or Asian American,Masters,Economics,Divorced
81BE-17CD,Frederick,Cheley,Male,30,CA,33,Frequent Traveller,White,High School,Computer Science,Single
2C7D-F9F1,Jaye,Coxhell,Male,30,CA,45,Some Travel,White,High School,Business Studies,Single
0F83-39C1,Samantha,Beames,Female,30,CA,33,Some Travel,Black or African American,High School,Information Systems,Single
A91B-7DC5,Stephanie,Harradence,Female,42,CA,43,Some Travel,Black or African American,Masters,Computer Science,Divorced
825E-0B3A,Kris,Barnes,Male,30,NY,26,Some Travel,White,Bachelors,Information Systems,Divorced
D2BE-E6F6,Maud,Guerrier,Female,31,NY,28,Frequent Traveller,White,High School,Marketing ,Married
C025-B8B6,Valentine,Beddin,Male,44,NY,29,Some Travel,White,Bachelors,Marketing ,Married
F4D2-F6F2,Vi,Khadir,Female,47,CA,8,Some Travel,Asian or Asian American,Bachelors,Computer Science,Married
F72D-261D,Giustino,Boyan,Male,28,NY,5,Frequent Traveller,Mixed or multiple ethnic groups,Bachelors,Information Systems,Single
A807-DE5D,Bobbye,Alexandrescu,Non-Binary,47,CA,13,Some Travel,White,Bachelors,Computer Science,Divorced
CBB3-0D7E,Archaimbaud,Hawkshaw,Male,26,CA,44,Some Travel,White,No Formal Qualifications,Technical Degree,Single
2551-DD9B,Quintana,Di Franceshci,Female,33,IL,40,Some Travel,Black or African American,Masters,Computer Science,Single
D39D-4015,Joan,Camings,Female,30,NY,28,Frequent Traveller,White,Bachelors,Information Systems,Divorced
0697-ADC3,Robert,Muffitt,Male,38,CA,4,No Travel ,White,Bachelors,Information Systems,Divorced
6112-8476,Kore,Munn,Female,43,IL,18,Some Travel,Other ,No Formal Qualifications,Computer Science,Married
7378-5351,Alika,Karlik,Female,35,NY,43,Some Travel,Black or African American,No Formal Qualifications,Business Studies,Divorced
D69C-8F84,Sada,Torrent,Female,40,CA,26,Some Travel,Mixed or multiple ethnic groups,Bachelors,Information Systems,Divorced
CACA-0D62,Zarla,Farrans,Female,32,CA,33,Some Travel,Mixed or multiple ethnic groups,Bachelors,Information Systems,Married
F93E-BDEF,Rodolfo,Askem,Male,43,CA,17,Some Travel,Black or African American,Masters,Information Systems,Single
0145-DBFC,Keelia,Studde,Female,34,CA,8,No Travel ,Asian or Asian American,Masters,Information Systems,Single
CD59-7F94,Mathe,Burrows,Non-Binary,30,CA,37,Some Travel,Asian or Asian American,Masters,Economics,Single
7B47-C915,Grayce,Caesar,Female,36,CA,23,Some Travel,Mixed or multiple ethnic groups,Masters,Marketing,Single
15B3-F392,Anthiathia,Streeting,Female,39,IL,37,Some Travel,Asian or Asian American,Bachelors,Economics,Single
9D01-8A02,Garrett,Forrester,Male,31,IL,8,Some Travel,White,No Formal Qualifications,Information Systems,Single
2F98-E645,Monah,Fivey,Female,29,CA,17,Frequent Traveller,Black or African American,Bachelors,Computer Science,Married
A31A-A90C,Aleksandr,Casetti,Male,36,CA,7,Some Travel,Black or African American,Bachelors,Information Systems,Divorced
80BE-E2B5,Jill,Hellewell,Female,29,CA,29,Some Travel,Mixed or multiple ethnic groups,Bachelors,Computer Science,Single
F98B-61B3,Candis,Defew,Female,36,CA,17,Some Travel,Asian or Asian American,Bachelors,Computer Science,Single
6A0D-9C4D,Sarge,Dikels,Male,34,IL,34,Frequent Traveller,White,High School,Information Systems,Married
4D7E-BDA4,Asher,Esson,Male,34,CA,19,Some Travel,Asian or Asian American,Bachelors,Marketing ,Single
6E64-8D30,Libbey,McCreary,Female,32,CA,42,Some Travel,Mixed or multiple ethnic groups,Bachelors,Marketing,Married
B341-8D6A,Clotilda,Lacrouts,Female,40,CA,26,No Travel ,Asian or Asian American,No Formal Qualifications,Business Studies,Divorced
1180-BEC9,Edgardo,McGeouch,Male,43,CA,17,Some Travel,White,Bachelors,Computer Science,Married
5293-AC5C,Sydney,Metham,Male,44,NY,27,Some Travel,Asian or Asian American,Bachelors,Economics,Single
D49C-096C,George,Keddie,Non-Binary,26,NY,10,No Travel ,Native Hawaiian ,High School,Economics,Single
4565-62DE,Travis,Janota,Male,37,IL,29,Some Travel,Mixed or multiple ethnic groups,Bachelors,Computer Science,Single
CCAB-4B80,Monty,Demead,Male,44,CA,29,Some Travel,White,Bachelors,Information Systems,Divorced
58FA-C451,Wayne,Beekmann,Non-Binary,48,NY,26,Some Travel,Mixed or multiple ethnic groups,No Formal Qualifications,Information Systems,Married
D921-AC35,Jeniece,Mac,Female,45,CA,7,Some Travel,White,Masters,Business Studies,Single
B4E1-4A3E,Beckie,Tawn,Female,28,CA,12,Some Travel,White,High School,Computer Science,Married
541F-3E19,Dot,Aherne,Female,27,CA,30,Some Travel,White,No Formal Qualifications,Information Systems,Single
6FE3-2270,Danita,Paal,Non-Binary,31,CA,35,Frequent Traveller,White,Bachelors,Marketing,Married
29F6-C6CA,Micky,Beville,Female,35,CA,43,Frequent Traveller,Black or African American,High School,Economics,Married
9900-1159,Kristien,Vedikhov,Female,28,IL,40,Frequent Traveller,Black or African American,Doctorate,Marketing ,Married
D926-DED9,Sancho,Rawlingson,Male,40,CA,39,Some Travel,White,High School,Computer Science,Divorced
4A39-E8E6,Hernando,Larkings,Male,35,CA,26,Some Travel,White,Bachelors,Information Systems,Married
B0C3-E578,Shela,Toseland,Female,32,CA,14,Frequent Traveller,Black or African American,No Formal Qualifications,Computer Science,Divorced
F9E1-87E9,Briana,Bubeer,Female,33,NY,41,No Travel ,Mixed or multiple ethnic groups,High School,Economics,Single
AF77-0F6B,Germana,Ludlom,Female,36,CA,21,Some Travel,Mixed or multiple ethnic groups,Masters,Computer Science,Divorced
C6A8-4E8A,Clayton,Hinemoor,Male,29,NY,8,Some Travel,White,High School,Computer Science,Married
2250-86C5,Desmond,O'Fallone,Prefer Not To Say,41,NY,33,Some Travel,American Indian or Alaska Native,No Formal Qualifications,Marketing ,Divorced
9DB1-8C59,Thebault,Bitterton,Male,44,NY,5,Some Travel,Mixed or multiple ethnic groups,Bachelors,Business Studies,Married
45D7-5C8A,Artemus,Boyet,Male,26,CA,45,Some Travel,Black or African American,Bachelors,Technical Degree,Married
DF71-97FB,Carlyle,Tinghill,Male,29,IL,12,No Travel ,White,Masters,Computer Science,Married
C5C2-985F,Gaspar,O' Concannon,Male,29,CA,3,Some Travel,American Indian or Alaska Native,Bachelors,Other,Single
10E9-4C86,Ignacius,Dockrill,Non-Binary,34,CA,12,Frequent Traveller,White,High School,Computer Science,Married
4F64-A0E2,Baird,Trays,Non-Binary,48,NY,9,Frequent Traveller,Native Hawaiian ,Bachelors,Economics,Divorced
5544-4583,Jennee,Proske,Female,41,CA,42,Some Travel,Asian or Asian American,Bachelors,Technical Degree,Married
D970-9F5E,Lilla,Ledamun,Female,29,CA,36,Some Travel,Asian or Asian American,Bachelors,Computer Science,Married
DF5F-5ED9,Marilee,Moreton,Female,46,CA,21,No Travel ,Other ,No Formal Qualifications,Computer Science,Married
2407-5A4E,Butch,Quinby,Male,40,CA,22,Some Travel,Black or African American,No Formal Qualifications,Business Studies,Married
B340-5AD2,Denys,Agastina,Non-Binary,37,NY,30,Some Travel,Native Hawaiian ,Bachelors,Marketing,Married
D106-E487,Dori,Bevens,Female,40,NY,2,Some Travel,White,Masters,Technical Degree,Married
19C3-DAE4,Cristiano,Brugger,Male,30,CA,19,Some Travel,Black or African American,Bachelors,Information Systems,Married
9CE9-B0D5,Hilary,McPhee,Male,33,CA,31,Some Travel,White,No Formal Qualifications,Information Systems,Married
CA75-94D1,Avery,Larimer,Male,41,CA,16,Some Travel,Black or African American,High School,Computer Science,Married
5416-F925,John,Tempest,Male,43,NY,14,No Travel ,White,No Formal Qualifications,Computer Science,Married
2D85-ABDD,Myrtie,Tythe,Female,33,IL,29,No Travel ,White,Bachelors,Economics,Married
8FD9-AA59,Faina,Bewshaw,Non-Binary,26,IL,14,Frequent Traveller,Mixed or multiple ethnic groups,Masters,Marketing ,Divorced
D871-1F74,Beitris,Davers,Female,32,CA,40,Frequent Traveller,White,Doctorate,Computer Science,Single
7816-BF57,Noak,Pointing,Male,37,CA,22,Some Travel,White,Masters,Marketing,Divorced
CED0-8D31,Dulci,Berthot,Female,36,CA,43,Some Travel,Black or African American,Bachelors,Computer Science,Single
CC7A-EE97,Ryan,Gaffey,Male,31,IL,10,Some Travel,White,Bachelors,Computer Science,Married
B2D6-A355,Dennis,Whopples,Male,38,NY,4,Some Travel,Mixed or multiple ethnic groups,Masters,Other,Married
CC8A-0B1F,Letta,Van der Kruys,Female,28,CA,23,Some Travel,Mixed or multiple ethnic groups,High School,Business Studies,Married
30CB-BCD0,Saraann,Justice,Female,38,NY,31,Frequent Traveller,Black or African American,Bachelors,Computer Science,Married
3642-EEAE,Eleanore,Gundrey,Female,48,CA,43,Some Travel,White,Bachelors,Information Systems,Married
205B-4D34,Cris,Jeram,Male,41,CA,39,Frequent Traveller,Mixed or multiple ethnic groups,No Formal Qualifications,Human Resources,Single
8BCA-723F,Normy,De la Harpe,Male,46,CA,24,Some Travel,White,Masters,Computer Science,Divorced
ED5D-E9D8,Leigh,Parker,Female,28,CA,32,Some Travel,Mixed or multiple ethnic groups,No Formal Qualifications,Economics,Married
5988-3855,Marthe,Mattisson,Female,43,CA,31,Some Travel,Black or African American,No Formal Qualifications,Information Systems,Single
5A65-768A,Felicity,Hayler,Female,43,CA,40,Frequent Traveller,White,Masters,Economics,Married
95D8-5DC7,Udall,Dowson,Male,48,CA,19,Some Travel,Black or African American,Doctorate,Computer Science,Divorced
B97B-73D7,Chelsie,Isakovitch,Female,29,CA,18,Frequent Traveller,American Indian or Alaska Native,Bachelors,Marketing,Single
C22D-CE5F,Dorry,Tiddy,Female,42,CA,37,Frequent Traveller,Mixed or multiple ethnic groups,Bachelors,Marketing ,Single
9C24-CD7A,Yoshiko,Abrahart,Female,45,CA,13,Some Travel,White,High School,Other,Single
9658-7750,Ray,Holbie,Female,37,NY,40,Some Travel,American Indian or Alaska Native,Masters,Information Systems,Married
D7F8-1775,Benyamin,Jane,Male,36,CA,13,Some Travel,White,Bachelors,Marketing ,Single
A696-1216,Cynthy,Gainsford,Female,36,CA,37,Some Travel,Mixed or multiple ethnic groups,Bachelors,Marketing ,Divorced
5C7B-86C0,Jeanie,Geater,Female,32,NY,31,Some Travel,White,Masters,Business Studies,Married
7DD6-128C,Auguste,Windsor,Female,32,CA,2,No Travel ,Black or African American,Masters,Marketing,Divorced
8D34-EBDF,Giles,Bilham,Male,29,IL,14,Some Travel,Native Hawaiian ,Masters,Technical Degree,Married
17AD-99F5,Ursa,O'Deegan,Female,26,NY,37,Some Travel,Mixed or multiple ethnic groups,Bachelors,Computer Science,Single
F60C-4888,Erin,Pickavance,Female,36,CA,6,Frequent Traveller,Asian or Asian American,Masters,Information Systems,Single
B5C6-F8D5,Rafaelita,Lere,Prefer Not To Say,40,NY,29,Some Travel,White,High School,Business Studies,Married
B6EC-313E,Corbin,Gooddy,Male,26,CA,17,Frequent Traveller,Mixed or multiple ethnic groups,Bachelors,Human Resources,Divorced
2A20-28CD,Dody,Stiggles,Female,38,CA,2,Frequent Traveller,White,Masters,Computer Science,Single
5A04-0EB4,Debbie,Martinho,Female,27,CA,43,Frequent Traveller,Mixed or multiple ethnic groups,Bachelors,Marketing,Single
EEFC-DEC7,Ezri,Cours,Male,44,NY,4,Some Travel,Black or African American,Masters,Other,Divorced
5160-53BD,Conrado,Tomaini,Non-Binary,29,NY,24,Some Travel,Black or African American,Bachelors,Computer Science,Single
6C86-3DC0,Benton,Irdale,Male,31,CA,20,Some Travel,Black or African American,High School,Computer Science,Divorced
0240-4D29,Kaylil,Blenkiron,Non-Binary,35,CA,31,Some Travel,Asian or Asian American,Masters,Computer Science,Single
15D4-53C2,Bella,Stearn,Prefer Not To Say,33,CA,30,Some Travel,Mixed or multiple ethnic groups,Bachelors,Economics,Married
17AE-E715,Norbie,Mosdill,Male,31,CA,38,Frequent Traveller,White,No Formal Qualifications,Computer Science,Divorced
3B90-B998,Giffy,Rofe,Male,33,CA,26,No Travel ,White,Bachelors,Computer Science,Divorced
DCD4-C785,Ilysa,Cattroll,Female,30,CA,24,Some Travel,Mixed or multiple ethnic groups,Masters,Marketing ,Single
6661-FA04,Clive,Sherwen,Male,44,CA,28,Some Travel,Mixed or multiple ethnic groups,Bachelors,Computer Science,Married
B975-943A,Winthrop,McCahill,Male,40,CA,28,No Travel ,White,Bachelors,Information Systems,Divorced
C95C-CE06,Stillman,Castiello,Male,44,CA,35,Some Travel,Mixed or multiple ethnic groups,Bachelors,Marketing,Married
7589-66E3,Rickey,Colafate,Male,47,NY,42,Frequent Traveller,White,Bachelors,Marketing,Married
2ED2-2CEC,Kendricks,Durtnell,Male,44,CA,18,Frequent Traveller,Black or African American,Bachelors,Computer Science,Single
B61E-0F26,Care,Heintze,Male,28,NY,3,Frequent Traveller,White,Bachelors,Business Studies,Married
DEB9-1BBF,Edna,Petrello,Female,30,NY,32,Some Travel,Asian or Asian American,Masters,Computer Science,Single
B312-7192,Carolynn,Gilby,Female,39,NY,12,No Travel ,White,High School,Marketing ,Single
5C48-9106,Darwin,Capelle,Male,37,NY,15,Frequent Traveller,Black or African American,Masters,Computer Science,Married
DF63-0D3C,Roda,Costin,Female,28,CA,27,Frequent Traveller,White,High School,Information Systems,Married
F9C6-39E2,Cassandra,Udden,Female,48,NY,4,Some Travel,Black or African American,Bachelors,Marketing,Single
D4D5-27FB,Bengt,Keaves,Male,29,NY,36,Some Travel,White,No Formal Qualifications,Information Systems,Divorced
76ED-1CF5,Spenser,Pyzer,Male,47,CA,12,Some Travel,White,Masters,Information Systems,Single
380F-A08A,Evvy,Labbez,Female,32,NY,22,Frequent Traveller,White,Bachelors,Marketing,Married
5E9A-FE30,Lindy,Carratt,Female,30,CA,38,Some Travel,White,Masters,Computer Science,Married
FBED-F86B,Karylin,Aphale,Female,29,IL,12,Frequent Traveller,Mixed or multiple ethnic groups,Bachelors,Information Systems,Single
B063-A2B5,Forester,Bentjens,Male,41,IL,11,Some Travel,Mixed or multiple ethnic groups,No Formal Qualifications,Marketing,Married
D676-4ECC,Florenza,Nesbit,Female,44,NY,13,Some Travel,White,Bachelors,Information Systems,Single
D4D7-3C3F,Annaliese,Hedingham,Female,28,NY,27,Some Travel,Mixed or multiple ethnic groups,High School,Information Systems,Divorced
DF7E-3233,Basil,Gother,Male,47,CA,23,Some Travel,Black or African American,Bachelors,Marketing,Married
13E5-8466,Cody,Tipple,Female,47,NY,14,Some Travel,White,Masters,Marketing ,Single
41DC-E8B5,Ware,Casbon,Male,47,CA,17,Some Travel,White,Bachelors,Other,Single
A7BB-F5A7,Anna-diana,Horbart,Female,37,CA,17,Some Travel,White,Masters,Economics,Single
1B7F-73A9,Jacques,Verne,Male,34,CA,24,Some Travel,Asian or Asian American,Bachelors,Computer Science,Married
13FA-3559,Fionna,Wilkison,Female,38,CA,13,Some Travel,Black or African American,Bachelors,Marketing,Divorced
A2D0-E2D2,Eryn,Crockley,Female,26,CA,25,Some Travel,White,Bachelors,Information Systems,Married
58F5-C8FC,Julina,Coatsworth,Female,37,NY,19,Some Travel,White,Bachelors,Marketing ,Married
9A87-71F6,Kathye,Malia,Non-Binary,40,IL,7,Frequent Traveller,Mixed or multiple ethnic groups,Bachelors,Computer Science,Married
FAC0-942B,Darbee,Larmor,Male,32,CA,30,Some Travel,Black or African American,Masters,Computer Science,Married
E899-A860,Freedman,Meehan,Male,31,CA,10,Some Travel,Black or African American,Bachelors,Marketing ,Single
BAF9-933D,Pauly,Gero,Male,41,CA,36,Some Travel,White,Bachelors,Human Resources,Married
C900-9EF9,Josiah,Sloam,Non-Binary,30,CA,11,Some Travel,White,No Formal Qualifications,Marketing,Married
1472-9F69,Algernon,Harder,Male,27,CA,1,Some Travel,Black or African American,Masters,Marketing ,Single
1C6C-3B67,Emilie,Panter,Non-Binary,41,NY,7,Frequent Traveller,American Indian or Alaska Native,Bachelors,Computer Science,Married
2698-A448,Linoel,Rambadt,Male,43,CA,40,Some Travel,Black or African American,Bachelors,Information Systems,Single
9BD6-2C43,Wallas,Crinage,Non-Binary,27,CA,2,No Travel ,Black or African American,Bachelors,Other,Divorced
39FC-7149,Kathye,Balden,Female,27,CA,1,Some Travel,White,Bachelors,Computer Science,Single
F5E3-48BB,Zenia,Rattery,Female,25,CA,3,Frequent Traveller,American Indian or Alaska Native,Bachelors,Human Resources,Married
0A05-3943,Sherie,Pattington,Female,26,CA,20,Some Travel,White,Bachelors,Business Studies,Single
3120-B11F,Allister,Noads,Male,28,CA,7,Frequent Traveller,White,Masters,Business Studies,Married
2FC8-999D,Terrie,Barnish,Female,27,CA,30,Some Travel,Mixed or multiple ethnic groups,High School,Information Systems,Divorced
7BD4-7BFB,Kerr,Sporner,Male,27,IL,19,Some Travel,American Indian or Alaska Native,Masters,Computer Science,Divorced
6227-9D9E,Malina,Chivrall,Female,26,CA,5,Some Travel,Mixed or multiple ethnic groups,Masters,Human Resources,Married
4E65-CCD0,Billie,Sanday,Non-Binary,26,CA,16,Some Travel,White,No Formal Qualifications,Computer Science,Married
EB4F-4D97,Lynnelle,Peizer,Female,25,NY,20,Some Travel,Mixed or multiple ethnic groups,High School,Computer Science,Married
296A-A685,Dina,Paice,Female,27,CA,34,No Travel ,Asian or Asian American,High School,Business Studies,Single
2E7B-43F0,Arnaldo,Balling,Male,26,CA,31,Some Travel,White,High School,Computer Science,Married
E099-3FCC,Haywood,Ruprich,Male,28,NY,15,Some Travel,White,Bachelors,Computer Science,Married
D86B-2E5E,Michele,Deane,Female,27,NY,25,Some Travel,White,Bachelors,Technical Degree,Married
267F-F71D,Liuka,Attenbrough,Female,27,CA,40,Some Travel,Asian or Asian American,Masters,Information Systems,Married
155B-42BE,Tommi,Lapish,Female,25,IL,38,Some Travel,Mixed or multiple ethnic groups,High School,Marketing ,Single
E62F-4FF7,Port,Lording,Male,27,CA,27,Some Travel,Mixed or multiple ethnic groups,Masters,Information Systems,Married
93B1-6510,Giraldo,Matyashev,Male,28,CA,30,No Travel ,White,Bachelors,Computer Science,Single
71CC-7412,Issi,Early,Prefer Not To Say,25,NY,4,Some Travel,White,High School,Computer Science,Single
07F1-62C3,Bertrand,Davidsen,Male,27,NY,9,Frequent Traveller,Black or African American,Masters,Computer Science,Married
E523-D168,Sheffield,Feldon,Male,27,CA,42,Some Travel,Other ,High School,Technical Degree,Married
5A0B-7F31,Nevil,Callaby,Male,26,CA,24,Some Travel,White,Bachelors,Marketing,Single
8F78-4A32,Sigismundo,Durtnel,Male,25,NY,12,No Travel ,Black or African American,Bachelors,Information Systems,Single
8EA4-9179,Cristian,Dignum,Male,25,NY,23,Some Travel,Black or African American,Bachelors,Computer Science,Single
6F50-08B6,Mick,Tomaschke,Male,25,NY,25,Frequent Traveller,White,No Formal Qualifications,Marketing ,Single
0CF8-1EBD,Franciska,Cubbin,Female,28,CA,38,Frequent Traveller,Mixed or multiple ethnic groups,Masters,Computer Science,Married
8E5B-CBBF,Creigh,Lissaman,Male,25,NY,12,Some Travel,Asian or Asian American,Masters,Marketing,Divorced
8DA7-0090,Farica,Fardell,Non-Binary,41,NY,11,Some Travel,Black or African American,High School,Economics,Single
9BC9-1288,Adelheid,Battersby,Female,27,CA,4,Some Travel,Black or African American,No Formal Qualifications,Economics,Married
6A8B-EC82,Averill,Dwyr,Male,26,CA,24,Some Travel,American Indian or Alaska Native,No Formal Qualifications,Marketing ,Single
F968-671C,Eugene,Benstead,Male,27,CA,16,Frequent Traveller,White,Bachelors,Technical Degree,Single
31FB-D496,Rakel,Ruston,Female,25,CA,5,Some Travel,Mixed or multiple ethnic groups,Masters,Other,Single
FEEC-A663,Cher,Molian,Non-Binary,27,CA,1,Some Travel,White,No Formal Qualifications,Information Systems,Single
9412-7AA6,Edith,Middis,Non-Binary,27,CA,10,Some Travel,White,Bachelors,Information Systems,Single
920B-7B40,Berkly,Bellson,Male,26,CA,22,Some Travel,Asian or Asian American,Bachelors,Information Systems,Married
2374-7581,Brian,Josskovitz,Male,25,NY,1,Some Travel,Asian or Asian American,Masters,Information Systems,Married
D245-5D80,Bank,MacEveley,Male,26,CA,10,Some Travel,White,Masters,Information Systems,Divorced
41EC-F2AA,Antoinette,Dreamer,Female,26,CA,42,Frequent Traveller,Asian or Asian American,No Formal Qualifications,Computer Science,Married
1C57-5F2A,Persis,Vineall,Female,27,CA,42,Some Travel,White,Bachelors,Computer Science,Married
0678-748A,Maurits,Farmery,Male,25,CA,4,Some Travel,Native Hawaiian ,High School,Economics,Divorced
A896-CDE2,Wrennie,Quinton,Female,25,CA,16,Some Travel,White,Doctorate,Information Systems,Married
ACF7-5B99,Janeczka,Osmond,Female,26,CA,17,Some Travel,Asian or Asian American,Masters,Marketing ,Single
5741-0022,Rosene,Larmett,Female,25,CA,43,Some Travel,Asian or Asian American,No Formal Qualifications,Computer Science,Divorced
AA67-CB22,Obadias,Izhaky,Male,26,IL,4,Some Travel,White,Masters,Computer Science,Single
D825-CC31,Debera,Extence,Female,25,NY,5,Some Travel,Native Hawaiian ,Bachelors,Computer Science,Divorced
59F5-F57D,Lilly,Nancarrow,Female,26,CA,17,Frequent Traveller,White,High School,Information Systems,Married
E430-E462,Marvin,Switland,Male,28,IL,38,Some Travel,White,Bachelors,Information Systems,Married
9F02-0D39,Bell,Di Biasi,Female,27,CA,9,Some Travel,White,High School,Computer Science,Married
74F3-DF3D,Lian,Ouslem,Female,25,NY,22,Some Travel,Black or African American,High School,Economics,Divorced
5F2E-A68B,Evangelin,Desantis,Prefer Not To Say,26,CA,16,Some Travel,White,Masters,Other,Single
65A0-5D04,Ginnifer,Grigoletti,Female,28,CA,20,Frequent Traveller,Black or African American,No Formal Qualifications,Computer Science,Married
79C5-FE9D,Kerstin,Sponton,Non-Binary,28,CA,5,Some Travel,White,Bachelors,Information Systems,Married
B49A-7D79,Freedman,Kensington,Non-Binary,27,CA,20,Some Travel,White,No Formal Qualifications,Business Studies,Single
E503-C500,Alexandro,De Pietri,Male,28,NY,39,Some Travel,Black or African American,Doctorate,Computer Science,Single
388D-DB68,Maybelle,Hurler,Female,27,CA,40,Some Travel,White,Bachelors,Human Resources,Married
A76C-AEB3,Oren,Milella,Male,25,CA,10,Some Travel,White,Bachelors,Business Studies,Married
278C-D482,Flora,Flounders,Female,26,NY,20,No Travel ,Mixed or multiple ethnic groups,Bachelors,Business Studies,Divorced
A1DB-6C34,Catie,McCuish,Female,27,NY,13,Some Travel,Asian or Asian American,Masters,Computer Science,Married
468A-E249,Ninon,Leathwood,Female,26,CA,22,Some Travel,Mixed or multiple ethnic groups,Bachelors,Business Studies,Married
95CB-4E31,Pavlov,Pretor,Male,28,CA,4,No Travel ,Asian or Asian American,Bachelors,Business Studies,Divorced
3A2C-ABB8,Gawain,Dewdney,Male,25,CA,5,Some Travel,White,Bachelors,Computer Science,Married
6EDB-94B7,Earle,Willowby,Male,25,NY,6,Some Travel,White,Bachelors,Computer Science,Single
8292-6635,Hy,Goodin,Male,26,IL,14,Some Travel,White,Masters,Marketing ,Single
6EEF-5B17,Bo,Readitt,Non-Binary,28,CA,1,Some Travel,Mixed or multiple ethnic groups,High School,Business Studies,Single
C250-AF15,Ron,Hordle,Male,25,NY,13,Some Travel,Black or African American,Doctorate,Computer Science,Single
257B-8130,Erastus,Pennings,Male,26,NY,41,Some Travel,Mixed or multiple ethnic groups,Bachelors,Computer Science,Divorced
B492-D447,Aurthur,Rittelmeyer,Male,28,CA,3,Some Travel,Asian or Asian American,High School,Marketing ,Married
4673-EBEC,Ollie,Chellam,Male,28,NY,24,Some Travel,Mixed or multiple ethnic groups,High School,Marketing ,Married
C08F-94F9,Nikos,Karpenko,Male,26,NY,32,Some Travel,White,Bachelors,Information Systems,Single
F961-5A03,Alejandrina,Pea,Female,27,CA,12,No Travel ,White,No Formal Qualifications,Computer Science,Single
